,logical_operation,text,text_index,lo_index
5171,"('s3', 's9', 's6', 's4')",s9,5171,1
5172,"('s3', 's9', 's6', 's4')",s6,5172,2
5173,"('s3', 's9', 's6', 's4')",s4,5173,3
5174,"('s5', 's7', 's4', 's9', 's8')",s5,5174,0
5175,"('s5', 's7', 's4', 's9', 's8')",s7,5175,1
5176,"('s5', 's7', 's4', 's9', 's8')",s4,5176,2
5177,"('s5', 's7', 's4', 's9', 's8')",s9,5177,3
5178,"('s5', 's7', 's4', 's9', 's8')",s8,5178,4
5179,"('s0', 's0', 's8', 's3')",s0,5179,0
5180,"('s0', 's0', 's8', 's3')",s0,5180,1
5181,"('s0', 's0', 's8', 's3')",s8,5181,2
5182,"('s0', 's0', 's8', 's3')",s3,5182,3
5183,"('s2', 's8', 's5')",s2,5183,0
5184,"('s2', 's8', 's5')",s8,5184,1
5185,"('s2', 's8', 's5')",s5,5185,2
5186,"('s0', 's0', 's8', 's3')",s0,5186,0
5187,"('s0', 's0', 's8', 's3')",s0,5187,1
5188,"('s0', 's0', 's8', 's3')",s8,5188,2
5189,"('s0', 's0', 's8', 's3')",s3,5189,3
5190,"('s0', 's0', 's8', 's3')",s0,5190,0
5191,"('s0', 's0', 's8', 's3')",s0,5191,1
5192,"('s0', 's0', 's8', 's3')",s8,5192,2
5193,"('s0', 's0', 's8', 's3')",s3,5193,3
5194,"('s0', 's0', 's8', 's3')",s0,5194,0
5195,"('s0', 's0', 's8', 's3')",s0,5195,1
5196,"('s0', 's0', 's8', 's3')",s8,5196,2
5197,"('s0', 's0', 's8', 's3')",s3,5197,3
5198,"('s3', 's9', 's6', 's4')",s3,5198,0
5199,"('s3', 's9', 's6', 's4')",s9,5199,1
5200,"('s3', 's9', 's6', 's4')",s6,5200,2
5201,"('s3', 's9', 's6', 's4')",s4,5201,3
5202,"('s3', 's9', 's6', 's4')",s3,5202,0
5203,"('s3', 's9', 's6', 's4')",s9,5203,1
5204,"('s3', 's9', 's6', 's4')",s6,5204,2
5205,"('s3', 's9', 's6', 's4')",s4,5205,3
5206,"('s5', 's7', 's4', 's9', 's8')",s5,5206,0
5207,"('s5', 's7', 's4', 's9', 's8')",s7,5207,1
5208,"('s5', 's7', 's4', 's9', 's8')",s4,5208,2
5209,"('s5', 's7', 's4', 's9', 's8')",s9,5209,3
5210,"('s5', 's7', 's4', 's9', 's8')",s8,5210,4
5211,"('s3', 's9', 's6', 's4')",s3,5211,0
5212,"('s3', 's9', 's6', 's4')",s9,5212,1
5213,"('s3', 's9', 's6', 's4')",s6,5213,2
5214,"('s3', 's9', 's6', 's4')",s4,5214,3
5215,"('s5', 's7', 's4', 's9', 's8')",s5,5215,0
5216,"('s5', 's7', 's4', 's9', 's8')",s7,5216,1
5217,"('s5', 's7', 's4', 's9', 's8')",s4,5217,2
5218,"('s5', 's7', 's4', 's9', 's8')",s9,5218,3
5219,"('s5', 's7', 's4', 's9', 's8')",s8,5219,4
5220,"('s2', 's8', 's5')",s2,5220,0
5221,"('s2', 's8', 's5')",s8,5221,1
5222,"('s2', 's8', 's5')",s5,5222,2
5223,"('s0', 's0', 's8', 's3')",s0,5223,0
5224,"('s0', 's0', 's8', 's3')",s0,5224,1
5225,"('s0', 's0', 's8', 's3')",s8,5225,2
5226,"('s0', 's0', 's8', 's3')",s3,5226,3
5227,"('s7', 's3', 's4', 's1')",s7,5227,0
5228,"('s7', 's3', 's4', 's1')",s3,5228,1
5229,"('s7', 's3', 's4', 's1')",s4,5229,2
5230,"('s7', 's3', 's4', 's1')",s1,5230,3
5231,"('s3', 's9', 's6', 's4')",s3,5231,0
5232,"('s3', 's9', 's6', 's4')",s9,5232,1
5233,"('s3', 's9', 's6', 's4')",s6,5233,2
5234,"('s3', 's9', 's6', 's4')",s4,5234,3
5235,"('s0', 's0', 's8', 's3')",s0,5235,0
5236,"('s0', 's0', 's8', 's3')",s0,5236,1
5237,"('s0', 's0', 's8', 's3')",s8,5237,2
5238,"('s0', 's0', 's8', 's3')",s3,5238,3
5239,"('s3', 's9', 's6', 's4')",s3,5239,0
5240,"('s3', 's9', 's6', 's4')",s9,5240,1
5241,"('s3', 's9', 's6', 's4')",s6,5241,2
5242,"('s3', 's9', 's6', 's4')",s4,5242,3
5243,"('s0', 's0', 's8', 's3')",s0,5243,0
5244,"('s0', 's0', 's8', 's3')",s0,5244,1
5245,"('s0', 's0', 's8', 's3')",s8,5245,2
5246,"('s0', 's0', 's8', 's3')",s3,5246,3
5247,"('s3', 's9', 's6', 's4')",s3,5247,0
5248,"('s3', 's9', 's6', 's4')",s9,5248,1
5249,"('s3', 's9', 's6', 's4')",s6,5249,2
5250,"('s3', 's9', 's6', 's4')",s4,5250,3
5251,"('s7', 's3', 's4', 's1')",s7,5251,0
5252,"('s7', 's3', 's4', 's1')",s3,5252,1
5253,"('s7', 's3', 's4', 's1')",s4,5253,2
5254,"('s7', 's3', 's4', 's1')",s1,5254,3
5255,"('s5', 's7', 's4', 's9', 's8')",s5,5255,0
5256,"('s5', 's7', 's4', 's9', 's8')",s7,5256,1
5257,"('s5', 's7', 's4', 's9', 's8')",s4,5257,2
5258,"('s5', 's7', 's4', 's9', 's8')",s9,5258,3
5259,"('s5', 's7', 's4', 's9', 's8')",s8,5259,4
5260,"('s5', 's7', 's4', 's9', 's8')",s5,5260,0
5261,"('s5', 's7', 's4', 's9', 's8')",s7,5261,1
5262,"('s5', 's7', 's4', 's9', 's8')",s4,5262,2
5263,"('s5', 's7', 's4', 's9', 's8')",s9,5263,3
5264,"('s5', 's7', 's4', 's9', 's8')",s8,5264,4
5265,"('s0', 's0', 's8', 's3')",s0,5265,0
5266,"('s0', 's0', 's8', 's3')",s0,5266,1
5267,"('s0', 's0', 's8', 's3')",s8,5267,2
5268,"('s0', 's0', 's8', 's3')",s3,5268,3
5269,"('s2', 's8', 's5')",s2,5269,0
5270,"('s2', 's8', 's5')",s8,5270,1
5271,"('s2', 's8', 's5')",s5,5271,2
5272,"('s3', 's9', 's6', 's4')",s3,5272,0
5273,"('s3', 's9', 's6', 's4')",s9,5273,1
5274,"('s3', 's9', 's6', 's4')",s6,5274,2
5275,"('s3', 's9', 's6', 's4')",s4,5275,3
5276,"('s3', 's9', 's6', 's4')",s3,5276,0
5277,"('s3', 's9', 's6', 's4')",s9,5277,1
5278,"('s3', 's9', 's6', 's4')",s6,5278,2
5279,"('s3', 's9', 's6', 's4')",s4,5279,3
5280,"('s7', 's3', 's4', 's1')",s7,5280,0
5281,"('s7', 's3', 's4', 's1')",s3,5281,1
5282,"('s7', 's3', 's4', 's1')",s4,5282,2
5283,"('s7', 's3', 's4', 's1')",s1,5283,3
5284,"('s3', 's9', 's6', 's4')",s3,5284,0
5285,"('s3', 's9', 's6', 's4')",s9,5285,1
5286,"('s3', 's9', 's6', 's4')",s6,5286,2
5287,"('s3', 's9', 's6', 's4')",s4,5287,3
5288,"('s2', 's8', 's5')",s2,5288,0
5289,"('s2', 's8', 's5')",s8,5289,1
5290,"('s2', 's8', 's5')",s5,5290,2
5291,"('s7', 's3', 's4', 's1')",s7,5291,0
5292,"('s7', 's3', 's4', 's1')",s3,5292,1
5293,"('s7', 's3', 's4', 's1')",s4,5293,2
5294,"('s7', 's3', 's4', 's1')",s1,5294,3
5295,"('s3', 's9', 's6', 's4')",s3,5295,0
5296,"('s3', 's9', 's6', 's4')",s9,5296,1
5297,"('s3', 's9', 's6', 's4')",s6,5297,2
5298,"('s3', 's9', 's6', 's4')",s4,5298,3
5299,"('s0', 's0', 's8', 's3')",s0,5299,0
5300,"('s0', 's0', 's8', 's3')",s0,5300,1
5301,"('s0', 's0', 's8', 's3')",s8,5301,2
5302,"('s0', 's0', 's8', 's3')",s3,5302,3
5303,"('s0', 's0', 's8', 's3')",s0,5303,0
5304,"('s0', 's0', 's8', 's3')",s0,5304,1
5305,"('s0', 's0', 's8', 's3')",s8,5305,2
5306,"('s0', 's0', 's8', 's3')",s3,5306,3
5307,"('s0', 's0', 's8', 's3')",s0,5307,0
5308,"('s0', 's0', 's8', 's3')",s0,5308,1
5309,"('s0', 's0', 's8', 's3')",s8,5309,2
5310,"('s0', 's0', 's8', 's3')",s3,5310,3
5311,"('s3', 's9', 's6', 's4')",s3,5311,0
5312,"('s3', 's9', 's6', 's4')",s9,5312,1
5313,"('s3', 's9', 's6', 's4')",s6,5313,2
5314,"('s3', 's9', 's6', 's4')",s4,5314,3
5315,"('s0', 's0', 's8', 's3')",s0,5315,0
5316,"('s0', 's0', 's8', 's3')",s0,5316,1
5317,"('s0', 's0', 's8', 's3')",s8,5317,2
5318,"('s0', 's0', 's8', 's3')",s3,5318,3
5319,"('s3', 's9', 's6', 's4')",s3,5319,0
5320,"('s3', 's9', 's6', 's4')",s9,5320,1
5321,"('s3', 's9', 's6', 's4')",s6,5321,2
5322,"('s3', 's9', 's6', 's4')",s4,5322,3
5323,"('s5', 's7', 's4', 's9', 's8')",s5,5323,0
5324,"('s5', 's7', 's4', 's9', 's8')",s7,5324,1
5325,"('s5', 's7', 's4', 's9', 's8')",s4,5325,2
5326,"('s5', 's7', 's4', 's9', 's8')",s9,5326,3
5327,"('s5', 's7', 's4', 's9', 's8')",s8,5327,4
5328,"('s5', 's7', 's4', 's9', 's8')",s5,5328,0
5329,"('s5', 's7', 's4', 's9', 's8')",s7,5329,1
5330,"('s5', 's7', 's4', 's9', 's8')",s4,5330,2
5331,"('s5', 's7', 's4', 's9', 's8')",s9,5331,3
5332,"('s5', 's7', 's4', 's9', 's8')",s8,5332,4
5333,"('s0', 's0', 's8', 's3')",s0,5333,0
5334,"('s0', 's0', 's8', 's3')",s0,5334,1
5335,"('s0', 's0', 's8', 's3')",s8,5335,2
5336,"('s0', 's0', 's8', 's3')",s3,5336,3
5337,"('s0', 's0', 's8', 's3')",s0,5337,0
5338,"('s0', 's0', 's8', 's3')",s0,5338,1
5339,"('s0', 's0', 's8', 's3')",s8,5339,2
5340,"('s0', 's0', 's8', 's3')",s3,5340,3
5341,"('s0', 's0', 's8', 's3')",s0,5341,0
5342,"('s0', 's0', 's8', 's3')",s0,5342,1
5343,"('s0', 's0', 's8', 's3')",s8,5343,2
5344,"('s0', 's0', 's8', 's3')",s3,5344,3
5345,"('s3', 's9', 's6', 's4')",s3,5345,0
5346,"('s3', 's9', 's6', 's4')",s9,5346,1
5347,"('s3', 's9', 's6', 's4')",s6,5347,2
5348,"('s3', 's9', 's6', 's4')",s4,5348,3
5349,"('s3', 's9', 's6', 's4')",s3,5349,0
5350,"('s3', 's9', 's6', 's4')",s9,5350,1
5351,"('s3', 's9', 's6', 's4')",s6,5351,2
5352,"('s3', 's9', 's6', 's4')",s4,5352,3
5353,"('s2', 's8', 's5')",s2,5353,0
5354,"('s2', 's8', 's5')",s8,5354,1
5355,"('s2', 's8', 's5')",s5,5355,2
5356,"('s5', 's7', 's4', 's9', 's8')",s5,5356,0
5357,"('s5', 's7', 's4', 's9', 's8')",s7,5357,1
5358,"('s5', 's7', 's4', 's9', 's8')",s4,5358,2
5359,"('s5', 's7', 's4', 's9', 's8')",s9,5359,3
5360,"('s5', 's7', 's4', 's9', 's8')",s8,5360,4
5361,"('s5', 's7', 's4', 's9', 's8')",s5,5361,0
5362,"('s5', 's7', 's4', 's9', 's8')",s7,5362,1
5363,"('s5', 's7', 's4', 's9', 's8')",s4,5363,2
5364,"('s5', 's7', 's4', 's9', 's8')",s9,5364,3
5365,"('s5', 's7', 's4', 's9', 's8')",s8,5365,4
5366,"('s2', 's8', 's5')",s2,5366,0
5367,"('s2', 's8', 's5')",s8,5367,1
5368,"('s2', 's8', 's5')",s5,5368,2
5369,"('s0', 's0', 's8', 's3')",s0,5369,0
5370,"('s0', 's0', 's8', 's3')",s0,5370,1
5371,"('s0', 's0', 's8', 's3')",s8,5371,2
5372,"('s0', 's0', 's8', 's3')",s3,5372,3
5373,"('s3', 's9', 's6', 's4')",s3,5373,0
5374,"('s3', 's9', 's6', 's4')",s9,5374,1
5375,"('s3', 's9', 's6', 's4')",s6,5375,2
5376,"('s3', 's9', 's6', 's4')",s4,5376,3
5377,"('s7', 's3', 's4', 's1')",s7,5377,0
5378,"('s7', 's3', 's4', 's1')",s3,5378,1
5379,"('s7', 's3', 's4', 's1')",s4,5379,2
5380,"('s7', 's3', 's4', 's1')",s1,5380,3
5381,"('s3', 's9', 's6', 's4')",s3,5381,0
5382,"('s3', 's9', 's6', 's4')",s9,5382,1
5383,"('s3', 's9', 's6', 's4')",s6,5383,2
5384,"('s3', 's9', 's6', 's4')",s4,5384,3
5385,"('s7', 's3', 's4', 's1')",s7,5385,0
5386,"('s7', 's3', 's4', 's1')",s3,5386,1
5387,"('s7', 's3', 's4', 's1')",s4,5387,2
5388,"('s7', 's3', 's4', 's1')",s1,5388,3
5389,"('s0', 's0', 's8', 's3')",s0,5389,0
5390,"('s0', 's0', 's8', 's3')",s0,5390,1
5391,"('s0', 's0', 's8', 's3')",s8,5391,2
5392,"('s0', 's0', 's8', 's3')",s3,5392,3
5393,"('s0', 's0', 's8', 's3')",s0,5393,0
5394,"('s0', 's0', 's8', 's3')",s0,5394,1
5395,"('s0', 's0', 's8', 's3')",s8,5395,2
5396,"('s0', 's0', 's8', 's3')",s3,5396,3
5397,"('s2', 's8', 's5')",s2,5397,0
5398,"('s2', 's8', 's5')",s8,5398,1
5399,"('s2', 's8', 's5')",s5,5399,2
5400,"('s5', 's7', 's4', 's9', 's8')",s5,5400,0
5401,"('s5', 's7', 's4', 's9', 's8')",s7,5401,1
5402,"('s5', 's7', 's4', 's9', 's8')",s4,5402,2
5403,"('s5', 's7', 's4', 's9', 's8')",s9,5403,3
5404,"('s5', 's7', 's4', 's9', 's8')",s8,5404,4
5405,"('s0', 's0', 's8', 's3')",s0,5405,0
5406,"('s0', 's0', 's8', 's3')",s0,5406,1
5407,"('s0', 's0', 's8', 's3')",s8,5407,2
5408,"('s0', 's0', 's8', 's3')",s3,5408,3
5409,"('s2', 's8', 's5')",s2,5409,0
5410,"('s2', 's8', 's5')",s8,5410,1
5411,"('s2', 's8', 's5')",s5,5411,2
5412,"('s2', 's8', 's5')",s2,5412,0
5413,"('s2', 's8', 's5')",s8,5413,1
5414,"('s2', 's8', 's5')",s5,5414,2
5415,"('s5', 's7', 's4', 's9', 's8')",s5,5415,0
5416,"('s5', 's7', 's4', 's9', 's8')",s7,5416,1
5417,"('s5', 's7', 's4', 's9', 's8')",s4,5417,2
5418,"('s5', 's7', 's4', 's9', 's8')",s9,5418,3
5419,"('s5', 's7', 's4', 's9', 's8')",s8,5419,4
5420,"('s3', 's9', 's6', 's4')",s3,5420,0
5421,"('s3', 's9', 's6', 's4')",s9,5421,1
5422,"('s3', 's9', 's6', 's4')",s6,5422,2
5423,"('s3', 's9', 's6', 's4')",s4,5423,3
5424,"('s0', 's0', 's8', 's3')",s0,5424,0
5425,"('s0', 's0', 's8', 's3')",s0,5425,1
5426,"('s0', 's0', 's8', 's3')",s8,5426,2
5427,"('s0', 's0', 's8', 's3')",s3,5427,3
5428,"('s7', 's3', 's4', 's1')",s7,5428,0
5429,"('s7', 's3', 's4', 's1')",s3,5429,1
5430,"('s7', 's3', 's4', 's1')",s4,5430,2
5431,"('s7', 's3', 's4', 's1')",s1,5431,3
5432,"('s5', 's7', 's4', 's9', 's8')",s5,5432,0
5433,"('s5', 's7', 's4', 's9', 's8')",s7,5433,1
5434,"('s5', 's7', 's4', 's9', 's8')",s4,5434,2
5435,"('s5', 's7', 's4', 's9', 's8')",s9,5435,3
5436,"('s5', 's7', 's4', 's9', 's8')",s8,5436,4
5437,"('s7', 's3', 's4', 's1')",s7,5437,0
5438,"('s7', 's3', 's4', 's1')",s3,5438,1
5439,"('s7', 's3', 's4', 's1')",s4,5439,2
5440,"('s7', 's3', 's4', 's1')",s1,5440,3
5441,"('s0', 's0', 's8', 's3')",s0,5441,0
5442,"('s0', 's0', 's8', 's3')",s0,5442,1
5443,"('s0', 's0', 's8', 's3')",s8,5443,2
5444,"('s0', 's0', 's8', 's3')",s3,5444,3
5445,"('s3', 's9', 's6', 's4')",s3,5445,0
5446,"('s3', 's9', 's6', 's4')",s9,5446,1
5447,"('s3', 's9', 's6', 's4')",s6,5447,2
5448,"('s3', 's9', 's6', 's4')",s4,5448,3
5449,"('s0', 's0', 's8', 's3')",s0,5449,0
5450,"('s0', 's0', 's8', 's3')",s0,5450,1
5451,"('s0', 's0', 's8', 's3')",s8,5451,2
5452,"('s0', 's0', 's8', 's3')",s3,5452,3
5453,"('s0', 's0', 's8', 's3')",s0,5453,0
5454,"('s0', 's0', 's8', 's3')",s0,5454,1
5455,"('s0', 's0', 's8', 's3')",s8,5455,2
5456,"('s0', 's0', 's8', 's3')",s3,5456,3
5457,"('s2', 's8', 's5')",s2,5457,0
5458,"('s2', 's8', 's5')",s8,5458,1
5459,"('s2', 's8', 's5')",s5,5459,2
5460,"('s3', 's9', 's6', 's4')",s3,5460,0
5461,"('s3', 's9', 's6', 's4')",s9,5461,1
5462,"('s3', 's9', 's6', 's4')",s6,5462,2
5463,"('s3', 's9', 's6', 's4')",s4,5463,3
5464,"('s0', 's0', 's8', 's3')",s0,5464,0
5465,"('s0', 's0', 's8', 's3')",s0,5465,1
5466,"('s0', 's0', 's8', 's3')",s8,5466,2
5467,"('s0', 's0', 's8', 's3')",s3,5467,3
5468,"('s5', 's7', 's4', 's9', 's8')",s5,5468,0
5469,"('s5', 's7', 's4', 's9', 's8')",s7,5469,1
5470,"('s5', 's7', 's4', 's9', 's8')",s4,5470,2
5471,"('s5', 's7', 's4', 's9', 's8')",s9,5471,3
5472,"('s5', 's7', 's4', 's9', 's8')",s8,5472,4
5473,"('s7', 's3', 's4', 's1')",s7,5473,0
5474,"('s7', 's3', 's4', 's1')",s3,5474,1
5475,"('s7', 's3', 's4', 's1')",s4,5475,2
5476,"('s7', 's3', 's4', 's1')",s1,5476,3
5477,"('s3', 's9', 's6', 's4')",s3,5477,0
5478,"('s3', 's9', 's6', 's4')",s9,5478,1
5479,"('s3', 's9', 's6', 's4')",s6,5479,2
5480,"('s3', 's9', 's6', 's4')",s4,5480,3
5481,"('s7', 's3', 's4', 's1')",s7,5481,0
5482,"('s7', 's3', 's4', 's1')",s3,5482,1
5483,"('s7', 's3', 's4', 's1')",s4,5483,2
5484,"('s7', 's3', 's4', 's1')",s1,5484,3
5485,"('s3', 's9', 's6', 's4')",s3,5485,0
5486,"('s3', 's9', 's6', 's4')",s9,5486,1
5487,"('s3', 's9', 's6', 's4')",s6,5487,2
5488,"('s3', 's9', 's6', 's4')",s4,5488,3
5489,"('s0', 's0', 's8', 's3')",s0,5489,0
5490,"('s0', 's0', 's8', 's3')",s0,5490,1
5491,"('s0', 's0', 's8', 's3')",s8,5491,2
5492,"('s0', 's0', 's8', 's3')",s3,5492,3
5493,"('s2', 's8', 's5')",s2,5493,0
5494,"('s2', 's8', 's5')",s8,5494,1
5495,"('s2', 's8', 's5')",s5,5495,2
5496,"('s2', 's8', 's5')",s2,5496,0
5497,"('s2', 's8', 's5')",s8,5497,1
5498,"('s2', 's8', 's5')",s5,5498,2
5499,"('s2', 's8', 's5')",s2,5499,0
5500,"('s2', 's8', 's5')",s8,5500,1
5501,"('s2', 's8', 's5')",s5,5501,2
5502,"('s3', 's9', 's6', 's4')",s3,5502,0
5503,"('s3', 's9', 's6', 's4')",s9,5503,1
5504,"('s3', 's9', 's6', 's4')",s6,5504,2
5505,"('s3', 's9', 's6', 's4')",s4,5505,3
5506,"('s7', 's3', 's4', 's1')",s7,5506,0
5507,"('s7', 's3', 's4', 's1')",s3,5507,1
5508,"('s7', 's3', 's4', 's1')",s4,5508,2
5509,"('s7', 's3', 's4', 's1')",s1,5509,3
5510,"('s5', 's7', 's4', 's9', 's8')",s5,5510,0
5511,"('s5', 's7', 's4', 's9', 's8')",s7,5511,1
5512,"('s5', 's7', 's4', 's9', 's8')",s4,5512,2
5513,"('s5', 's7', 's4', 's9', 's8')",s9,5513,3
5514,"('s5', 's7', 's4', 's9', 's8')",s8,5514,4
5515,"('s3', 's9', 's6', 's4')",s3,5515,0
5516,"('s3', 's9', 's6', 's4')",s9,5516,1
5517,"('s3', 's9', 's6', 's4')",s6,5517,2
5518,"('s3', 's9', 's6', 's4')",s4,5518,3
5519,"('s3', 's9', 's6', 's4')",s3,5519,0
5520,"('s3', 's9', 's6', 's4')",s9,5520,1
5521,"('s3', 's9', 's6', 's4')",s6,5521,2
5522,"('s3', 's9', 's6', 's4')",s4,5522,3
5523,"('s5', 's7', 's4', 's9', 's8')",s5,5523,0
5524,"('s5', 's7', 's4', 's9', 's8')",s7,5524,1
5525,"('s5', 's7', 's4', 's9', 's8')",s4,5525,2
5526,"('s5', 's7', 's4', 's9', 's8')",s9,5526,3
5527,"('s5', 's7', 's4', 's9', 's8')",s8,5527,4
5528,"('s7', 's3', 's4', 's1')",s7,5528,0
5529,"('s7', 's3', 's4', 's1')",s3,5529,1
5530,"('s7', 's3', 's4', 's1')",s4,5530,2
5531,"('s7', 's3', 's4', 's1')",s1,5531,3
5532,"('s0', 's0', 's8', 's3')",s0,5532,0
5533,"('s0', 's0', 's8', 's3')",s0,5533,1
5534,"('s0', 's0', 's8', 's3')",s8,5534,2
5535,"('s0', 's0', 's8', 's3')",s3,5535,3
5536,"('s3', 's9', 's6', 's4')",s3,5536,0
5537,"('s3', 's9', 's6', 's4')",s9,5537,1
5538,"('s3', 's9', 's6', 's4')",s6,5538,2
5539,"('s3', 's9', 's6', 's4')",s4,5539,3
5540,"('s5', 's7', 's4', 's9', 's8')",s5,5540,0
5541,"('s5', 's7', 's4', 's9', 's8')",s7,5541,1
5542,"('s5', 's7', 's4', 's9', 's8')",s4,5542,2
5543,"('s5', 's7', 's4', 's9', 's8')",s9,5543,3
5544,"('s5', 's7', 's4', 's9', 's8')",s8,5544,4
5545,"('s2', 's8', 's5')",s2,5545,0
5546,"('s2', 's8', 's5')",s8,5546,1
5547,"('s2', 's8', 's5')",s5,5547,2
5548,"('s5', 's7', 's4', 's9', 's8')",s5,5548,0
5549,"('s5', 's7', 's4', 's9', 's8')",s7,5549,1
5550,"('s5', 's7', 's4', 's9', 's8')",s4,5550,2
5551,"('s5', 's7', 's4', 's9', 's8')",s9,5551,3
5552,"('s5', 's7', 's4', 's9', 's8')",s8,5552,4
5553,"('s0', 's0', 's8', 's3')",s0,5553,0
5554,"('s0', 's0', 's8', 's3')",s0,5554,1
5555,"('s0', 's0', 's8', 's3')",s8,5555,2
5556,"('s0', 's0', 's8', 's3')",s3,5556,3
5557,"('s2', 's8', 's5')",s2,5557,0
5558,"('s2', 's8', 's5')",s8,5558,1
5559,"('s2', 's8', 's5')",s5,5559,2
5560,"('s2', 's8', 's5')",s2,5560,0
5561,"('s2', 's8', 's5')",s8,5561,1
5562,"('s2', 's8', 's5')",s5,5562,2
5563,"('s3', 's9', 's6', 's4')",s3,5563,0
5564,"('s3', 's9', 's6', 's4')",s9,5564,1
5565,"('s3', 's9', 's6', 's4')",s6,5565,2
5566,"('s3', 's9', 's6', 's4')",s4,5566,3
5567,"('s0', 's0', 's8', 's3')",s0,5567,0
5568,"('s0', 's0', 's8', 's3')",s0,5568,1
5569,"('s0', 's0', 's8', 's3')",s8,5569,2
5570,"('s0', 's0', 's8', 's3')",s3,5570,3
5571,"('s5', 's7', 's4', 's9', 's8')",s5,5571,0
5572,"('s5', 's7', 's4', 's9', 's8')",s7,5572,1
5573,"('s5', 's7', 's4', 's9', 's8')",s4,5573,2
5574,"('s5', 's7', 's4', 's9', 's8')",s9,5574,3
5575,"('s5', 's7', 's4', 's9', 's8')",s8,5575,4
5576,"('s5', 's7', 's4', 's9', 's8')",s5,5576,0
5577,"('s5', 's7', 's4', 's9', 's8')",s7,5577,1
5578,"('s5', 's7', 's4', 's9', 's8')",s4,5578,2
5579,"('s5', 's7', 's4', 's9', 's8')",s9,5579,3
5580,"('s5', 's7', 's4', 's9', 's8')",s8,5580,4
5581,"('s3', 's9', 's6', 's4')",s3,5581,0
5582,"('s3', 's9', 's6', 's4')",s9,5582,1
5583,"('s3', 's9', 's6', 's4')",s6,5583,2
5584,"('s3', 's9', 's6', 's4')",s4,5584,3
5585,"('s0', 's0', 's8', 's3')",s0,5585,0
5586,"('s0', 's0', 's8', 's3')",s0,5586,1
5587,"('s0', 's0', 's8', 's3')",s8,5587,2
5588,"('s0', 's0', 's8', 's3')",s3,5588,3
5589,"('s5', 's7', 's4', 's9', 's8')",s5,5589,0
5590,"('s5', 's7', 's4', 's9', 's8')",s7,5590,1
5591,"('s5', 's7', 's4', 's9', 's8')",s4,5591,2
5592,"('s5', 's7', 's4', 's9', 's8')",s9,5592,3
5593,"('s5', 's7', 's4', 's9', 's8')",s8,5593,4
5594,"('s0', 's0', 's8', 's3')",s0,5594,0
5595,"('s0', 's0', 's8', 's3')",s0,5595,1
5596,"('s0', 's0', 's8', 's3')",s8,5596,2
5597,"('s0', 's0', 's8', 's3')",s3,5597,3
5598,"('s3', 's9', 's6', 's4')",s3,5598,0
5599,"('s3', 's9', 's6', 's4')",s9,5599,1
5600,"('s3', 's9', 's6', 's4')",s6,5600,2
5601,"('s3', 's9', 's6', 's4')",s4,5601,3
5602,"('s0', 's0', 's8', 's3')",s0,5602,0
5603,"('s0', 's0', 's8', 's3')",s0,5603,1
5604,"('s0', 's0', 's8', 's3')",s8,5604,2
5605,"('s0', 's0', 's8', 's3')",s3,5605,3
5606,"('s0', 's0', 's8', 's3')",s0,5606,0
5607,"('s0', 's0', 's8', 's3')",s0,5607,1
5608,"('s0', 's0', 's8', 's3')",s8,5608,2
5609,"('s0', 's0', 's8', 's3')",s3,5609,3
5610,"('s2', 's8', 's5')",s2,5610,0
5611,"('s2', 's8', 's5')",s8,5611,1
5612,"('s2', 's8', 's5')",s5,5612,2
5613,"('s5', 's7', 's4', 's9', 's8')",s5,5613,0
5614,"('s5', 's7', 's4', 's9', 's8')",s7,5614,1
5615,"('s5', 's7', 's4', 's9', 's8')",s4,5615,2
5616,"('s5', 's7', 's4', 's9', 's8')",s9,5616,3
5617,"('s5', 's7', 's4', 's9', 's8')",s8,5617,4
5618,"('s5', 's7', 's4', 's9', 's8')",s5,5618,0
5619,"('s5', 's7', 's4', 's9', 's8')",s7,5619,1
5620,"('s5', 's7', 's4', 's9', 's8')",s4,5620,2
5621,"('s5', 's7', 's4', 's9', 's8')",s9,5621,3
5622,"('s5', 's7', 's4', 's9', 's8')",s8,5622,4
5623,"('s2', 's8', 's5')",s2,5623,0
5624,"('s2', 's8', 's5')",s8,5624,1
5625,"('s2', 's8', 's5')",s5,5625,2
5626,"('s3', 's9', 's6', 's4')",s3,5626,0
5627,"('s3', 's9', 's6', 's4')",s9,5627,1
5628,"('s3', 's9', 's6', 's4')",s6,5628,2
5629,"('s3', 's9', 's6', 's4')",s4,5629,3
5630,"('s0', 's0', 's8', 's3')",s0,5630,0
5631,"('s0', 's0', 's8', 's3')",s0,5631,1
5632,"('s0', 's0', 's8', 's3')",s8,5632,2
5633,"('s0', 's0', 's8', 's3')",s3,5633,3
5634,"('s0', 's0', 's8', 's3')",s0,5634,0
5635,"('s0', 's0', 's8', 's3')",s0,5635,1
5636,"('s0', 's0', 's8', 's3')",s8,5636,2
5637,"('s0', 's0', 's8', 's3')",s3,5637,3
5638,"('s7', 's3', 's4', 's1')",s7,5638,0
5639,"('s7', 's3', 's4', 's1')",s3,5639,1
5640,"('s7', 's3', 's4', 's1')",s4,5640,2
5641,"('s7', 's3', 's4', 's1')",s1,5641,3
5642,"('s3', 's9', 's6', 's4')",s3,5642,0
5643,"('s3', 's9', 's6', 's4')",s9,5643,1
5644,"('s3', 's9', 's6', 's4')",s6,5644,2
